"UF","Ano","Abrangencia","CO2e","CO2","CH4","N2O","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
22,2015,3,2905,2727,4.4,0.27,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
22,2015,4,14949,14287,21.1,0.7,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
22,2015,5,384,294,NA,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
22,2015,6,1012,72,42.3,0.17,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
23,2015,1,23312,14325,326,6.11,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
23,2015,2,5865,120,201,4.92,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
23,2015,3,10167,9704,12.6,0.64,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
23,2015,4,3234,3118,3.8,0.12,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
23,2015,5,1493,1245,0,0,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
23,2015,6,2552,137,108.6,0.43,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
24,2015,1,9624,6010,129.5,2.57,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
24,2015,2,2157,26,71.1,2.06,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
24,2015,3,4719,4432,8.8,0.33,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
24,2015,4,848,819,1,0.03,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
24,2015,5,801,705,NA,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
24,2015,6,1099,28,48.7,0.16,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
25,2015,1,11857,7789,144.8,2.95,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
25,2015,2,2529,31,83.3,2.41,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
25,2015,3,6181,5944,6.3,0.34,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
25,2015,4,881,849,1.1,0.03,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
25,2015,5,1043,932,NA,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
25,2015,6,1223,32,54.2,0.17,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
26,2015,1,27829,19085,300.4,7.02,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
26,2015,2,5350,56,168.5,5.66,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
26,2015,3,17143,16565,14.6,0.88,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
26,2015,4,1420,1368,1.7,0.05,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
26,2015,5,1277,1017,0,0,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
26,2015,6,2638,79,115.6,0.42,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
27,2015,1,8146,4008,139.6,3.59,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
27,2015,2,2796,51,84.8,3.11,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
27,2015,3,3550,3340,5.4,0.31,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
27,2015,4,171,163,0.3,0.01,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
27,2015,5,493,400,0,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
27,2015,6,1136,54,49.1,0.16,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
28,2015,1,8445,5081,112.9,3,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
28,2015,2,2560,43,81.4,2.61,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
28,2015,3,3377,3165,5.9,0.28,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
28,2015,4,400,386,0.5,0.01,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
28,2015,5,1530,1467,NA,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
28,2015,6,578,20,25.1,0.1,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
29,2015,1,76679,47902,956.6,26.66,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
29,2015,2,22426,559,702.2,22.97,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
29,2015,3,25275,24119,28.5,1.79,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
29,2015,4,20679,19549,36.1,1.2,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
29,2015,5,4034,3518,4.4,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
29,2015,6,4265,156,185.4,0.69,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
31,2015,1,129270,68242,1924,64.65,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
31,2015,2,53615,2413,1560.6,59.45,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
31,2015,3,37457,35672,37.4,3.22,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
31,2015,4,9486,8774,22.7,0.76,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
31,2015,5,22380,21294,18.6,0.37,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
31,2015,6,6332,89,284.6,0.86,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
32,2015,1,33546,26233,236.8,7.2,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
32,2015,2,4967,195,142.2,5.77,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
32,2015,3,17505,16467,32.2,1.16,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
32,2015,4,-933,-981,1.6,0.05,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
32,2015,5,10712,10534,2.6,0.05,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
32,2015,6,1294,18,58.3,0.17,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
33,2015,1,100434,84828,589.1,8.95,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
33,2015,2,4775,14,154.2,4.91,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
33,2015,3,72309,68600,126.7,3.38,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
33,2015,4,-163,-180,0.6,0.02,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
33,2015,5,16893,16386,2.1,0,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
33,2015,6,6621,7,305.4,0.64,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
35,2015,1,146232,96467,1412.6,60.31,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
35,2015,2,31685,2068,675,49.81,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
35,2015,3,92304,87761,100.7,7.83,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
35,2015,4,-7785,-7922,4.3,0.15,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
35,2015,5,16242,14527,2.3,0.85,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
35,2015,6,13786,32,630.3,1.67,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
41,2015,1,58546,25526,892.2,45.07,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
41,2015,2,29845,2463,684,41.99,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
41,2015,3,25277,23996,26.8,2.32,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
41,2015,4,-3581,-3872,9.6,0.29,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
41,2015,5,3221,2910,0,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
41,2015,6,3783,29,171.9,0.47,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
42,2015,1,29323,12871,545.2,15.52,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
42,2015,2,12805,396,386.6,13.84,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
42,2015,3,15699,14059,58.9,1.3,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
42,2015,4,-2793,-2893,3.3,0.1,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
42,2015,5,1489,1299,NA,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
42,2015,6,2123,10,96.4,0.28,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
43,2015,1,78650,32703,1519.3,44.29,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
43,2015,2,42409,1819,1330.5,40.81,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
43,2015,3,24195,22691,32.3,2.66,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
43,2015,4,4439,4131,9.7,0.34,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
43,2015,5,4420,4036,3.3,0,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
43,2015,6,3187,26,143.5,0.48,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
50,2015,1,73724,30856,1443.2,40.28,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
50,2015,2,41573,1464,1348.1,38.06,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
50,2015,3,10185,9773,7.3,0.83,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
50,2015,4,20232,19119,34.5,1.25,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
50,2015,5,596,497,0.9,0.02,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
50,2015,6,1138,4,52.3,0.12,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
51,2015,1,229998,162577,2138.3,72.34,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
51,2015,2,62013,3181,1854.5,64.15,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
51,2015,3,8903,8494,7.7,0.79,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
51,2015,4,157300,150233,229.5,7.25,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
51,2015,5,755,664,NA,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
51,2015,6,1028,4,46.6,0.15,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
52,2015,1,92897,44048,1577.1,50.15,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
52,2015,2,45618,1396,1412.2,46.98,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
52,2015,3,14752,13981,15.5,1.44,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
52,2015,4,29074,27737,42.3,1.45,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
52,2015,5,1100,916,NA,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
52,2015,6,2353,18,107,0.28,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
53,2015,1,7808,5757,76.7,1.16,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
53,2015,2,522,21,13.5,0.7,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
53,2015,3,4584,4400,3.8,0.34,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
53,2015,4,-138,-145,0.2,0.01,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
53,2015,5,1561,1480,NA,NA,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
53,2015,6,1279,1,59.1,0.12,12.73,11.85730253,10.97037815,10.2183105,NA,NA,8.941043455,8.22,NA,NA,10.22843505,9.403570907,6.366637472,5.853204974,12.73,11.85730253
11,2016,1,105958,78963,975,20.86,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
11,2016,2,22823,103,829.5,17.1,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
11,2016,3,3385,3250,2.6,0.26,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
11,2016,4,78813,75359,113.9,3.43,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
11,2016,5,300,247,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
11,2016,6,637,4,29,0.08,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
12,2016,1,24460,18105,230.5,4.81,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
12,2016,2,4969,16,182.4,3.62,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
12,2016,3,897,861,0.9,0.05,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
12,2016,4,18319,17213,36.5,1.1,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
12,2016,5,37,13,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
12,2016,6,239,2,10.7,0.04,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
13,2016,1,-37572,-44758,242.9,6.35,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
13,2016,2,2544,16,86.8,2.27,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
13,2016,3,14629,14130,11.9,0.81,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
13,2016,4,-56225,-59334,102.5,3.09,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
13,2016,5,535,418,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
13,2016,6,944,12,41.6,0.19,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
14,2016,1,-2728,-5032,82.2,1.82,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
14,2016,2,1476,10,52.7,1.16,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
14,2016,3,718,692,0.6,0.04,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
14,2016,4,-5156,-5746,19.5,0.59,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
14,2016,5,25,10,NA,NA,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
14,2016,6,208,2,9.5,0.02,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
15,2016,1,187675,139448,1694.7,39.72,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
15,2016,2,36263,242,1280.1,29.48,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
15,2016,3,16073,15584,10.1,0.9,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
15,2016,4,130444,121470,295.8,8.9,12.73,11.78817815,7.180156658,6.648936828,NA,NA,6.905602619,6.55,NA,NA,16.3103186,15.47042202,12.15816183,11.53207973,12.73,11.78817815
